organoid_id,treatment,n_cells,plate,well,mean_umi,mean_mito,major_cell_type,split
SU5402.B7.PLATE2,SU5402,1345,PLATE2,B7,444.09442379182155,3.9307594290555827,RPC,test
SU5402.B8.PLATE2,SU5402,847,PLATE2,B8,417.5501770956316,3.67861719375896,RPC,train
SU5402.B9.PLATE2,SU5402,865,PLATE2,B9,420.78034682080926,4.876588253499441,RPC,val
SU5402.C1.PLATE2,SU5402,342,PLATE2,C1,379.62865497076024,2.9544642357890294,RPC,test
SU5402.C10.PLATE2,SU5402,728,PLATE2,C10,467.83516483516485,3.8165111438234365,RPC,train
SU5402.C11.PLATE2,SU5402,1081,PLATE2,C11,453.67345050878816,5.685295916453855,RPC,train
SU5402.C12.PLATE2,SU5402,285,PLATE2,C12,472.8561403508772,3.9542818856742006,RPC,train
SU5402.C2.PLATE2,SU5402,386,PLATE2,C2,451.83678756476684,3.0377141820243487,RPC,train
SU5402.C3.PLATE2,SU5402,1415,PLATE2,C3,416.0254416961131,3.4157386050857848,RPC,train
SU5402.C4.PLATE2,SU5402,1081,PLATE2,C4,422.27937095282147,4.668191064751687,RPC,train
SU5402.C5.PLATE2,SU5402,427,PLATE2,C5,425.3489461358314,3.8307460954362806,RPC,test
SU5402.C6.PLATE2,SU5402,890,PLATE2,C6,401.40449438202245,5.915449175073669,RPC,val
SU5402.C7.PLATE2,SU5402,491,PLATE2,C7,528.4969450101833,3.3619139336018153,RPC,train
SU5402.C8.PLATE2,SU5402,443,PLATE2,C8,449.4198645598194,3.877177905171424,RPC,train
SU5402.C9.PLATE2,SU5402,447,PLATE2,C9,509.4563758389262,3.5920668800025757,RPC,train
SU5402.D1.PLATE2,SU5402,199,PLATE2,D1,378.70854271356785,3.9970730076275527,RPC,test
SU5402.D10.PLATE2,SU5402,278,PLATE2,D10,486.73021582733816,5.746777712989451,RPC,train
SU5402.D11.PLATE2,SU5402,63,PLATE2,D11,377.06349206349205,3.0930710741086624,RPC,train
SU5402.D12.PLATE2,SU5402,805,PLATE2,D12,546.2086956521739,3.5336937854149197,RPC,train
SU5402.D2.PLATE2,SU5402,252,PLATE2,D2,421.7420634920635,4.314628450090299,RPC,train
SU5402.D3.PLATE2,SU5402,163,PLATE2,D3,407.5092024539877,3.56012469469761,RPC,val
SU5402.D4.PLATE2,SU5402,821,PLATE2,D4,472.90255785627284,3.7315830198961724,RPC,train
SU5402.D5.PLATE2,SU5402,414,PLATE2,D5,400.9178743961353,2.5838192405301657,RPC,train
SU5402.D6.PLATE2,SU5402,326,PLATE2,D6,388.94171779141107,4.973141352692008,RPC,train
SU5402.D7.PLATE2,SU5402,434,PLATE2,D7,343.2741935483871,4.4812183065338,RPC,train
SU5402.D8.PLATE2,SU5402,1284,PLATE2,D8,445.9766355140187,4.213275401229484,RPC,train
